SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYENERGY,20010101,-,-,-,1000.00,-,0,0
NIFTYENERGY,20010102,-,-,-,1035.76,-,0,0
NIFTYENERGY,20010103,-,-,-,1063.91,-,0,0
NIFTYENERGY,20010104,-,-,-,1057.20,-,0,0
NIFTYENERGY,20010105,-,-,-,1058.76,-,0,0
NIFTYENERGY,20010108,-,-,-,1050.88,-,0,0
NIFTYENERGY,20010109,-,-,-,1044.28,-,0,0
NIFTYENERGY,20010110,-,-,-,1032.77,-,0,0
NIFTYENERGY,20010111,-,-,-,1036.05,-,0,0
NIFTYENERGY,20010112,-,-,-,1055.55,-,0,0
NIFTYENERGY,20010115,-,-,-,1076.79,-,0,0
NIFTYENERGY,20010116,-,-,-,1090.31,-,0,0
NIFTYENERGY,20010117,-,-,-,1080.50,-,0,0
NIFTYENERGY,20010118,-,-,-,1093.21,-,0,0
NIFTYENERGY,20010119,-,-,-,1105.67,-,0,0
NIFTYENERGY,20010122,-,-,-,1130.37,-,0,0
NIFTYENERGY,20010123,-,-,-,1134.27,-,0,0
NIFTYENERGY,20010124,-,-,-,1144.02,-,0,0
NIFTYENERGY,20010125,-,-,-,1169.80,-,0,0
NIFTYENERGY,20010129,-,-,-,1126.46,-,0,0
NIFTYENERGY,20010130,-,-,-,1151.97,-,0,0
NIFTYENERGY,20010131,-,-,-,1150.30,-,0,0
NIFTYENERGY,20010201,-,-,-,1155.72,-,0,0
NIFTYENERGY,20010202,-,-,-,1198.25,-,0,0
NIFTYENERGY,20010205,-,-,-,1238.04,-,0,0
NIFTYENERGY,20010206,-,-,-,1235.16,-,0,0
NIFTYENERGY,20010207,-,-,-,1241.87,-,0,0
NIFTYENERGY,20010208,-,-,-,1251.84,-,0,0
NIFTYENERGY,20010209,-,-,-,1256.02,-,0,0
NIFTYENERGY,20010212,-,-,-,1280.38,-,0,0
NIFTYENERGY,20010213,-,-,-,1281.53,-,0,0
NIFTYENERGY,20010214,-,-,-,1284.16,-,0,0
NIFTYENERGY,20010215,-,-,-,1296.80,-,0,0
NIFTYENERGY,20010216,-,-,-,1268.83,-,0,0
NIFTYENERGY,20010219,-,-,-,1263.11,-,0,0
NIFTYENERGY,20010220,-,-,-,1264.32,-,0,0
NIFTYENERGY,20010221,-,-,-,1252.60,-,0,0
NIFTYENERGY,20010222,-,-,-,1253.63,-,0,0
NIFTYENERGY,20010223,-,-,-,1222.14,-,0,0
NIFTYENERGY,20010226,-,-,-,1211.75,-,0,0
NIFTYENERGY,20010227,-,-,-,1204.15,-,0,0
NIFTYENERGY,20010228,-,-,-,1225.30,-,0,0
NIFTYENERGY,20010301,-,-,-,1273.50,-,0,0
NIFTYENERGY,20010302,-,-,-,1255.94,-,0,0
NIFTYENERGY,20010305,-,-,-,1215.54,-,0,0
NIFTYENERGY,20010307,-,-,-,1230.28,-,0,0
NIFTYENERGY,20010308,-,-,-,1230.76,-,0,0
NIFTYENERGY,20010309,-,-,-,1205.47,-,0,0
NIFTYENERGY,20010312,-,-,-,1175.26,-,0,0
NIFTYENERGY,20010313,-,-,-,1110.04,-,0,0
NIFTYENERGY,20010314,-,-,-,1118.42,-,0,0
NIFTYENERGY,20010315,-,-,-,1129.11,-,0,0
NIFTYENERGY,20010316,-,-,-,1107.51,-,0,0
NIFTYENERGY,20010319,-,-,-,1110.63,-,0,0
NIFTYENERGY,20010320,-,-,-,1101.37,-,0,0
NIFTYENERGY,20010321,-,-,-,1152.87,-,0,0
NIFTYENERGY,20010322,-,-,-,1131.30,-,0,0
NIFTYENERGY,20010323,-,-,-,1094.15,-,0,0
NIFTYENERGY,20010326,-,-,-,1097.23,-,0,0
NIFTYENERGY,20010327,-,-,-,1120.67,-,0,0
NIFTYENERGY,20010328,-,-,-,1155.79,-,0,0
NIFTYENERGY,20010329,-,-,-,1156.42,-,0,0
NIFTYENERGY,20010330,-,-,-,1135.41,-,0,0
NIFTYENERGY,20010402,-,-,-,1110.75,-,0,0
NIFTYENERGY,20010403,-,-,-,1123.49,-,0,0
NIFTYENERGY,20010404,-,-,-,1123.61,-,0,0
NIFTYENERGY,20010406,-,-,-,1119.68,-,0,0
NIFTYENERGY,20010409,-,-,-,1094.43,-,0,0
NIFTYENERGY,20010410,-,-,-,1056.01,-,0,0
NIFTYENERGY,20010411,-,-,-,1048.11,-,0,0
NIFTYENERGY,20010412,-,-,-,1002.24,-,0,0
NIFTYENERGY,20010416,-,-,-,1030.49,-,0,0
NIFTYENERGY,20010417,-,-,-,1054.99,-,0,0
NIFTYENERGY,20010418,-,-,-,1092.60,-,0,0
NIFTYENERGY,20010419,-,-,-,1135.21,-,0,0
NIFTYENERGY,20010420,-,-,-,1122.89,-,0,0
NIFTYENERGY,20010423,-,-,-,1124.86,-,0,0
NIFTYENERGY,20010424,-,-,-,1118.42,-,0,0
NIFTYENERGY,20010425,-,-,-,1140.29,-,0,0
NIFTYENERGY,20010426,-,-,-,1121.60,-,0,0
NIFTYENERGY,20010427,-,-,-,1091.43,-,0,0
NIFTYENERGY,20010430,-,-,-,1096.73,-,0,0
NIFTYENERGY,20010502,-,-,-,1102.58,-,0,0
NIFTYENERGY,20010503,-,-,-,1107.26,-,0,0
NIFTYENERGY,20010504,-,-,-,1105.09,-,0,0
NIFTYENERGY,20010507,-,-,-,1102.06,-,0,0
NIFTYENERGY,20010508,-,-,-,1114.18,-,0,0
NIFTYENERGY,20010509,-,-,-,1115.41,-,0,0
NIFTYENERGY,20010510,-,-,-,1117.74,-,0,0
NIFTYENERGY,20010511,-,-,-,1115.40,-,0,0
NIFTYENERGY,20010514,-,-,-,1116.92,-,0,0
NIFTYENERGY,20010515,-,-,-,1130.78,-,0,0
NIFTYENERGY,20010516,-,-,-,1128.36,-,0,0
NIFTYENERGY,20010517,-,-,-,1162.88,-,0,0
NIFTYENERGY,20010518,-,-,-,1169.15,-,0,0
NIFTYENERGY,20010521,-,-,-,1175.74,-,0,0
NIFTYENERGY,20010522,-,-,-,1172.17,-,0,0
NIFTYENERGY,20010523,-,-,-,1176.46,-,0,0
NIFTYENERGY,20010524,-,-,-,1190.37,-,0,0
NIFTYENERGY,20010525,-,-,-,1177.46,-,0,0
NIFTYENERGY,20010528,-,-,-,1193.94,-,0,0
NIFTYENERGY,20010529,-,-,-,1213.83,-,0,0
NIFTYENERGY,20010530,-,-,-,1191.03,-,0,0
NIFTYENERGY,20010531,-,-,-,1196.24,-,0,0
NIFTYENERGY,20010601,-,-,-,1189.46,-,0,0
NIFTYENERGY,20010604,-,-,-,1165.58,-,0,0
NIFTYENERGY,20010605,-,-,-,1163.98,-,0,0
NIFTYENERGY,20010606,-,-,-,1165.84,-,0,0
NIFTYENERGY,20010607,-,-,-,1154.68,-,0,0
NIFTYENERGY,20010608,-,-,-,1172.17,-,0,0
NIFTYENERGY,20010611,-,-,-,1177.10,-,0,0
NIFTYENERGY,20010612,-,-,-,1180.37,-,0,0
NIFTYENERGY,20010613,-,-,-,1201.24,-,0,0
NIFTYENERGY,20010614,-,-,-,1189.83,-,0,0
NIFTYENERGY,20010615,-,-,-,1184.18,-,0,0
NIFTYENERGY,20010618,-,-,-,1153.34,-,0,0
NIFTYENERGY,20010619,-,-,-,1180.70,-,0,0
NIFTYENERGY,20010620,-,-,-,1193.42,-,0,0
NIFTYENERGY,20010621,-,-,-,1167.81,-,0,0
NIFTYENERGY,20010622,-,-,-,1144.99,-,0,0
NIFTYENERGY,20010625,-,-,-,1129.66,-,0,0
NIFTYENERGY,20010626,-,-,-,1144.77,-,0,0
NIFTYENERGY,20010627,-,-,-,1156.55,-,0,0
NIFTYENERGY,20010628,-,-,-,1154.56,-,0,0
NIFTYENERGY,20010629,-,-,-,1163.28,-,0,0
NIFTYENERGY,20010702,-,-,-,1143.43,-,0,0
