SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYREALTY,20061229,-,-,-,1000.00,5316369,0,0
NIFTYREALTY,20070102,-,-,-,1009.67,3843143,0,0
NIFTYREALTY,20070103,-,-,-,1041.45,9742807,0,0
NIFTYREALTY,20070104,-,-,-,1062.11,6289520,0,0
NIFTYREALTY,20070105,-,-,-,1047.56,4054416,0,0
NIFTYREALTY,20070108,-,-,-,1012.77,3254160,0,0
NIFTYREALTY,20070109,-,-,-,981.90,2859490,0,0
NIFTYREALTY,20070110,-,-,-,936.75,3786485,0,0
NIFTYREALTY,20070111,-,-,-,961.59,3491645,0,0
NIFTYREALTY,20070112,-,-,-,947.06,2743387,0,0
NIFTYREALTY,20070115,-,-,-,950.46,2816917,0,0
NIFTYREALTY,20070116,-,-,-,943.09,2266397,0,0
NIFTYREALTY,20070117,-,-,-,991.73,4920974,0,0
NIFTYREALTY,20070118,-,-,-,1009.08,6439059,0,0
NIFTYREALTY,20070119,-,-,-,982.65,2708460,0,0
NIFTYREALTY,20070122,-,-,-,993.04,2766020,0,0
NIFTYREALTY,20070123,-,-,-,965.02,2659472,0,0
NIFTYREALTY,20070124,-,-,-,968.60,2483087,0,0
NIFTYREALTY,20070125,-,-,-,974.93,2760006,0,0
NIFTYREALTY,20070129,-,-,-,961.25,2161418,0,0
NIFTYREALTY,20070131,-,-,-,958.67,5530983,0,0
NIFTYREALTY,20070201,-,-,-,951.29,3007077,0,0
NIFTYREALTY,20070202,-,-,-,953.53,3045548,0,0
NIFTYREALTY,20070205,-,-,-,947.56,3028200,0,0
NIFTYREALTY,20070206,-,-,-,968.51,4474329,0,0
NIFTYREALTY,20070207,-,-,-,969.13,6195124,0,0
NIFTYREALTY,20070208,-,-,-,955.21,7328468,0,0
NIFTYREALTY,20070209,-,-,-,932.94,6827280,0,0
NIFTYREALTY,20070212,-,-,-,852.09,10442831,0,0
NIFTYREALTY,20070213,-,-,-,839.27,17075704,0,0
NIFTYREALTY,20070214,-,-,-,783.97,8412356,0,0
NIFTYREALTY,20070215,-,-,-,818.72,9232574,0,0
