SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYMEDIA,20051230,-,-,-,1000.00,-,0,0
NIFTYMEDIA,20060102,-,-,-,1014.42,-,0,0
NIFTYMEDIA,20060103,-,-,-,1030.43,-,0,0
NIFTYMEDIA,20060104,-,-,-,1040.61,-,0,0
NIFTYMEDIA,20060105,-,-,-,1032.63,-,0,0
NIFTYMEDIA,20060106,-,-,-,1035.45,-,0,0
NIFTYMEDIA,20060109,-,-,-,1045.97,-,0,0
NIFTYMEDIA,20060110,-,-,-,1041.13,-,0,0
NIFTYMEDIA,20060112,-,-,-,1046.92,-,0,0
NIFTYMEDIA,20060113,-,-,-,1033.06,-,0,0
NIFTYMEDIA,20060116,-,-,-,1034.85,-,0,0
NIFTYMEDIA,20060117,-,-,-,1028.59,-,0,0
NIFTYMEDIA,20060118,-,-,-,1030.54,-,0,0
NIFTYMEDIA,20060119,-,-,-,1058.52,-,0,0
NIFTYMEDIA,20060120,-,-,-,1062.12,-,0,0
NIFTYMEDIA,20060123,-,-,-,1065.85,-,0,0
NIFTYMEDIA,20060124,-,-,-,1070.14,-,0,0
NIFTYMEDIA,20060125,-,-,-,1056.71,-,0,0
NIFTYMEDIA,20060127,-,-,-,1054.57,-,0,0
NIFTYMEDIA,20060130,-,-,-,1046.19,-,0,0
NIFTYMEDIA,20060131,-,-,-,1071.25,-,0,0
NIFTYMEDIA,20060201,-,-,-,1039.51,-,0,0
NIFTYMEDIA,20060202,-,-,-,1032.48,-,0,0
NIFTYMEDIA,20060203,-,-,-,1042.60,-,0,0
NIFTYMEDIA,20060206,-,-,-,1053.10,-,0,0
NIFTYMEDIA,20060207,-,-,-,1064.68,-,0,0
NIFTYMEDIA,20060208,-,-,-,1056.59,-,0,0
NIFTYMEDIA,20060210,-,-,-,1089.34,-,0,0
NIFTYMEDIA,20060213,-,-,-,1115.28,-,0,0
NIFTYMEDIA,20060214,-,-,-,1100.12,-,0,0
NIFTYMEDIA,20060215,-,-,-,1113.71,-,0,0
NIFTYMEDIA,20060216,-,-,-,1118.20,-,0,0
NIFTYMEDIA,20060217,-,-,-,1131.37,-,0,0
NIFTYMEDIA,20060220,-,-,-,1106.01,-,0,0
NIFTYMEDIA,20060221,-,-,-,1108.24,-,0,0
NIFTYMEDIA,20060222,-,-,-,1102.50,-,0,0
NIFTYMEDIA,20060223,-,-,-,1099.87,-,0,0
NIFTYMEDIA,20060224,-,-,-,1091.51,-,0,0
NIFTYMEDIA,20060227,-,-,-,1118.64,-,0,0
NIFTYMEDIA,20060228,-,-,-,1124.06,-,0,0
NIFTYMEDIA,20060301,-,-,-,1139.92,-,0,0
NIFTYMEDIA,20060302,-,-,-,1152.29,-,0,0
NIFTYMEDIA,20060303,-,-,-,1165.48,-,0,0
NIFTYMEDIA,20060306,-,-,-,1159.01,-,0,0
NIFTYMEDIA,20060307,-,-,-,1152.73,-,0,0
NIFTYMEDIA,20060308,-,-,-,1135.95,-,0,0
NIFTYMEDIA,20060309,-,-,-,1136.31,-,0,0
NIFTYMEDIA,20060310,-,-,-,1171.83,-,0,0
NIFTYMEDIA,20060313,-,-,-,1184.60,-,0,0
NIFTYMEDIA,20060314,-,-,-,1183.78,-,0,0
NIFTYMEDIA,20060316,-,-,-,1258.98,-,0,0
NIFTYMEDIA,20060317,-,-,-,1284.55,-,0,0
NIFTYMEDIA,20060320,-,-,-,1335.59,-,0,0
NIFTYMEDIA,20060321,-,-,-,1315.81,-,0,0
NIFTYMEDIA,20060322,-,-,-,1310.31,-,0,0
NIFTYMEDIA,20060323,-,-,-,1324.75,-,0,0
NIFTYMEDIA,20060324,-,-,-,1333.12,-,0,0
NIFTYMEDIA,20060327,-,-,-,1320.69,-,0,0
NIFTYMEDIA,20060328,-,-,-,1308.85,-,0,0
NIFTYMEDIA,20060329,-,-,-,1326.08,-,0,0
NIFTYMEDIA,20060330,-,-,-,1338.27,-,0,0
NIFTYMEDIA,20060331,-,-,-,1337.94,-,0,0
NIFTYMEDIA,20060403,-,-,-,1379.10,-,0,0
NIFTYMEDIA,20060404,-,-,-,1403.89,-,0,0
NIFTYMEDIA,20060405,-,-,-,1406.02,-,0,0
NIFTYMEDIA,20060407,-,-,-,1396.43,-,0,0
NIFTYMEDIA,20060410,-,-,-,1383.35,-,0,0
NIFTYMEDIA,20060412,-,-,-,1344.83,-,0,0
NIFTYMEDIA,20060413,-,-,-,1321.68,-,0,0
NIFTYMEDIA,20060417,-,-,-,1365.45,-,0,0
NIFTYMEDIA,20060418,-,-,-,1388.92,-,0,0
NIFTYMEDIA,20060419,-,-,-,1369.65,-,0,0
NIFTYMEDIA,20060420,-,-,-,1371.18,-,0,0
NIFTYMEDIA,20060421,-,-,-,1363.74,-,0,0
NIFTYMEDIA,20060424,-,-,-,1372.01,-,0,0
NIFTYMEDIA,20060425,-,-,-,1360.02,-,0,0
NIFTYMEDIA,20060426,-,-,-,1367.84,-,0,0
NIFTYMEDIA,20060427,-,-,-,1396.57,-,0,0
NIFTYMEDIA,20060428,-,-,-,1442.21,-,0,0
NIFTYMEDIA,20060429,-,-,-,1452.07,-,0,0
NIFTYMEDIA,20060502,-,-,-,1505.22,-,0,0
NIFTYMEDIA,20060503,-,-,-,1492.83,-,0,0
NIFTYMEDIA,20060504,-,-,-,1482.26,-,0,0
NIFTYMEDIA,20060505,-,-,-,1463.36,-,0,0
NIFTYMEDIA,20060508,-,-,-,1494.27,-,0,0
NIFTYMEDIA,20060509,-,-,-,1519.26,-,0,0
NIFTYMEDIA,20060510,-,-,-,1530.08,-,0,0
NIFTYMEDIA,20060511,-,-,-,1519.11,-,0,0
NIFTYMEDIA,20060512,-,-,-,1520.06,-,0,0
NIFTYMEDIA,20060515,-,-,-,1486.34,-,0,0
NIFTYMEDIA,20060516,-,-,-,1467.05,-,0,0
NIFTYMEDIA,20060517,-,-,-,1469.75,-,0,0
NIFTYMEDIA,20060518,-,-,-,1374.87,-,0,0
NIFTYMEDIA,20060519,-,-,-,1319.22,-,0,0
NIFTYMEDIA,20060522,-,-,-,1263.52,-,0,0
NIFTYMEDIA,20060523,-,-,-,1321.27,-,0,0
NIFTYMEDIA,20060524,-,-,-,1277.73,-,0,0
NIFTYMEDIA,20060525,-,-,-,1298.81,-,0,0
