SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NSESMEEMERGE,20190101,0,0,0,1535.26,0,0
NSESMEEMERGE,20190102,0,0,0,1530.52,0,0
NSESMEEMERGE,20190103,0,0,0,1517.78,0,0
NSESMEEMERGE,20190104,0,0,0,1512.0,0,0
NSESMEEMERGE,20190107,0,0,0,1515.67,0,0
NSESMEEMERGE,20190108,0,0,0,1519.47,0,0
NSESMEEMERGE,20190109,0,0,0,1523.69,0,0
NSESMEEMERGE,20190110,0,0,0,1521.32,0,0
NSESMEEMERGE,20190111,0,0,0,1519.85,0,0
NSESMEEMERGE,20190114,0,0,0,1519.37,0,0
NSESMEEMERGE,20190115,0,0,0,1528.19,0,0
NSESMEEMERGE,20190116,0,0,0,1536.03,0,0
NSESMEEMERGE,20190117,0,0,0,1531.09,0,0
NSESMEEMERGE,20190118,0,0,0,1522.2,0,0
NSESMEEMERGE,20190121,0,0,0,1521.74,0,0
NSESMEEMERGE,20190122,0,0,0,1515.45,0,0
NSESMEEMERGE,20190123,0,0,0,1515.85,0,0
NSESMEEMERGE,20190124,0,0,0,1506.43,0,0
NSESMEEMERGE,20190125,0,0,0,1508.72,0,0
NSESMEEMERGE,20190128,0,0,0,1504.28,0,0
NSESMEEMERGE,20190129,0,0,0,1499.99,0,0
NSESMEEMERGE,20190130,0,0,0,1499.02,0,0
NSESMEEMERGE,20190131,0,0,0,1502.52,0,0
NSESMEEMERGE,20190201,0,0,0,1501.37,0,0
NSESMEEMERGE,20190204,0,0,0,1500.21,0,0
NSESMEEMERGE,20190205,0,0,0,1492.98,0,0
NSESMEEMERGE,20190206,0,0,0,1480.6,0,0
NSESMEEMERGE,20190207,0,0,0,1481.83,0,0
NSESMEEMERGE,20190208,0,0,0,1487.45,0,0
NSESMEEMERGE,20190211,0,0,0,1479.08,0,0
NSESMEEMERGE,20190212,0,0,0,1469.68,0,0
NSESMEEMERGE,20190213,0,0,0,1468.36,0,0
NSESMEEMERGE,20190214,0,0,0,1463.0,0,0
NSESMEEMERGE,20190215,0,0,0,1452.89,0,0
NSESMEEMERGE,20190218,0,0,0,1455.77,0,0
NSESMEEMERGE,20190219,0,0,0,1456.47,0,0
NSESMEEMERGE,20190220,0,0,0,1461.14,0,0
NSESMEEMERGE,20190221,0,0,0,1463.46,0,0
NSESMEEMERGE,20190222,0,0,0,1464.61,0,0
NSESMEEMERGE,20190225,0,0,0,1468.69,0,0
NSESMEEMERGE,20190226,0,0,0,1464.37,0,0
