SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NSEMIDCAP,20050401,-,-,-,1000.00,-,0,0
NSEMIDCAP,20050404,-,-,-,1009.23,-,0,0
NSEMIDCAP,20050405,-,-,-,1001.81,-,0,0
NSEMIDCAP,20050406,-,-,-,1013.56,-,0,0
NSEMIDCAP,20050407,-,-,-,1013.78,-,0,0
NSEMIDCAP,20050408,-,-,-,1005.10,-,0,0
NSEMIDCAP,20050411,-,-,-,992.04,-,0,0
NSEMIDCAP,20050412,-,-,-,1002.00,-,0,0
NSEMIDCAP,20050413,-,-,-,1004.13,-,0,0
NSEMIDCAP,20050415,-,-,-,977.40,-,0,0
NSEMIDCAP,20050418,-,-,-,968.90,-,0,0
NSEMIDCAP,20050419,-,-,-,967.22,-,0,0
NSEMIDCAP,20050420,-,-,-,974.61,-,0,0
NSEMIDCAP,20050421,-,-,-,992.88,-,0,0
NSEMIDCAP,20050422,-,-,-,1005.99,-,0,0
NSEMIDCAP,20050425,-,-,-,1009.12,-,0,0
NSEMIDCAP,20050426,-,-,-,1007.30,-,0,0
NSEMIDCAP,20050427,-,-,-,995.53,-,0,0
NSEMIDCAP,20050428,-,-,-,988.47,-,0,0
NSEMIDCAP,20050429,-,-,-,972.14,-,0,0
NSEMIDCAP,20050502,-,-,-,965.02,-,0,0
NSEMIDCAP,20050503,-,-,-,966.27,-,0,0
NSEMIDCAP,20050504,-,-,-,976.52,-,0,0
NSEMIDCAP,20050505,-,-,-,988.66,-,0,0
NSEMIDCAP,20050506,-,-,-,991.27,-,0,0
NSEMIDCAP,20050509,-,-,-,1002.62,-,0,0
NSEMIDCAP,20050510,-,-,-,1002.19,-,0,0
NSEMIDCAP,20050511,-,-,-,1003.94,-,0,0
NSEMIDCAP,20050512,-,-,-,1016.08,-,0,0
NSEMIDCAP,20050513,-,-,-,1021.32,-,0,0
NSEMIDCAP,20050516,-,-,-,1031.41,-,0,0
NSEMIDCAP,20050517,-,-,-,1022.28,-,0,0
NSEMIDCAP,20050518,-,-,-,1028.72,-,0,0
NSEMIDCAP,20050519,-,-,-,1034.78,-,0,0
NSEMIDCAP,20050520,-,-,-,1029.65,-,0,0
NSEMIDCAP,20050523,-,-,-,1037.42,-,0,0
NSEMIDCAP,20050524,-,-,-,1042.44,-,0,0
NSEMIDCAP,20050525,-,-,-,1046.33,-,0,0
NSEMIDCAP,20050526,-,-,-,1044.17,-,0,0
NSEMIDCAP,20050527,-,-,-,1039.70,-,0,0
NSEMIDCAP,20050530,-,-,-,1030.61,-,0,0
NSEMIDCAP,20050531,-,-,-,1039.64,-,0,0
NSEMIDCAP,20050601,-,-,-,1047.50,-,0,0
NSEMIDCAP,20050602,-,-,-,1040.79,-,0,0
