SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTY100EQUALWEIGHT,20030101,-,-,-,1000.00,-,0,0
NIFTY100EQUALWEIGHT,20030102,-,-,-,992.36,-,0,0
NIFTY100EQUALWEIGHT,20030103,-,-,-,987.75,-,0,0
NIFTY100EQUALWEIGHT,20030106,-,-,-,982.03,-,0,0
NIFTY100EQUALWEIGHT,20030107,-,-,-,978.22,-,0,0
NIFTY100EQUALWEIGHT,20030108,-,-,-,988.60,-,0,0
NIFTY100EQUALWEIGHT,20030109,-,-,-,997.63,-,0,0
NIFTY100EQUALWEIGHT,20030110,-,-,-,991.22,-,0,0
NIFTY100EQUALWEIGHT,20030113,-,-,-,986.46,-,0,0
NIFTY100EQUALWEIGHT,20030114,-,-,-,990.83,-,0,0
NIFTY100EQUALWEIGHT,20030115,-,-,-,996.18,-,0,0
NIFTY100EQUALWEIGHT,20030116,-,-,-,1001.46,-,0,0
NIFTY100EQUALWEIGHT,20030117,-,-,-,1003.51,-,0,0
NIFTY100EQUALWEIGHT,20030120,-,-,-,996.20,-,0,0
NIFTY100EQUALWEIGHT,20030121,-,-,-,998.33,-,0,0
NIFTY100EQUALWEIGHT,20030122,-,-,-,997.51,-,0,0
NIFTY100EQUALWEIGHT,20030123,-,-,-,987.98,-,0,0
NIFTY100EQUALWEIGHT,20030124,-,-,-,971.11,-,0,0
NIFTY100EQUALWEIGHT,20030127,-,-,-,946.65,-,0,0
NIFTY100EQUALWEIGHT,20030128,-,-,-,958.54,-,0,0
NIFTY100EQUALWEIGHT,20030129,-,-,-,958.37,-,0,0
NIFTY100EQUALWEIGHT,20030130,-,-,-,955.33,-,0,0
NIFTY100EQUALWEIGHT,20030131,-,-,-,956.33,-,0,0
NIFTY100EQUALWEIGHT,20030203,-,-,-,969.32,-,0,0
NIFTY100EQUALWEIGHT,20030204,-,-,-,969.85,-,0,0
NIFTY100EQUALWEIGHT,20030205,-,-,-,962.67,-,0,0
NIFTY100EQUALWEIGHT,20030206,-,-,-,970.33,-,0,0
NIFTY100EQUALWEIGHT,20030207,-,-,-,967.21,-,0,0
NIFTY100EQUALWEIGHT,20030210,-,-,-,954.53,-,0,0
NIFTY100EQUALWEIGHT,20030211,-,-,-,952.34,-,0,0
NIFTY100EQUALWEIGHT,20030212,-,-,-,948.09,-,0,0
NIFTY100EQUALWEIGHT,20030214,-,-,-,936.42,-,0,0
NIFTY100EQUALWEIGHT,20030217,-,-,-,961.85,-,0,0
NIFTY100EQUALWEIGHT,20030218,-,-,-,964.13,-,0,0
NIFTY100EQUALWEIGHT,20030219,-,-,-,971.24,-,0,0
NIFTY100EQUALWEIGHT,20030220,-,-,-,972.52,-,0,0
NIFTY100EQUALWEIGHT,20030221,-,-,-,970.52,-,0,0
NIFTY100EQUALWEIGHT,20030224,-,-,-,973.67,-,0,0
NIFTY100EQUALWEIGHT,20030225,-,-,-,962.63,-,0,0
NIFTY100EQUALWEIGHT,20030226,-,-,-,957.48,-,0,0
