SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYMNC,19950102,-,-,-,1000.00,-,0,0
NIFTYMNC,19950103,-,-,-,1039.85,-,0,0
NIFTYMNC,19950104,-,-,-,1032.96,-,0,0
NIFTYMNC,19950105,-,-,-,1026.05,-,0,0
NIFTYMNC,19950106,-,-,-,1011.17,-,0,0
NIFTYMNC,19950109,-,-,-,1001.17,-,0,0
NIFTYMNC,19950110,-,-,-,982.12,-,0,0
NIFTYMNC,19950111,-,-,-,982.12,-,0,0
NIFTYMNC,19950112,-,-,-,984.33,-,0,0
NIFTYMNC,19950113,-,-,-,984.33,-,0,0
NIFTYMNC,19950116,-,-,-,1001.57,-,0,0
NIFTYMNC,19950117,-,-,-,1011.83,-,0,0
NIFTYMNC,19950118,-,-,-,1015.05,-,0,0
NIFTYMNC,19950119,-,-,-,1019.87,-,0,0
NIFTYMNC,19950120,-,-,-,1018.34,-,0,0
NIFTYMNC,19950123,-,-,-,996.46,-,0,0
NIFTYMNC,19950124,-,-,-,980.93,-,0,0
NIFTYMNC,19950125,-,-,-,986.37,-,0,0
NIFTYMNC,19950127,-,-,-,997.24,-,0,0
NIFTYMNC,19950130,-,-,-,1019.51,-,0,0
NIFTYMNC,19950131,-,-,-,1032.36,-,0,0
NIFTYMNC,19950201,-,-,-,1041.96,-,0,0
NIFTYMNC,19950202,-,-,-,1047.55,-,0,0
NIFTYMNC,19950203,-,-,-,1054.81,-,0,0
NIFTYMNC,19950206,-,-,-,1047.74,-,0,0
NIFTYMNC,19950207,-,-,-,1038.15,-,0,0
NIFTYMNC,19950208,-,-,-,1032.27,-,0,0
NIFTYMNC,19950209,-,-,-,1021.25,-,0,0
NIFTYMNC,19950210,-,-,-,1016.14,-,0,0
NIFTYMNC,19950213,-,-,-,1010.93,-,0,0
NIFTYMNC,19950214,-,-,-,1009.97,-,0,0
NIFTYMNC,19950215,-,-,-,1006.32,-,0,0
NIFTYMNC,19950216,-,-,-,985.54,-,0,0
NIFTYMNC,19950217,-,-,-,976.72,-,0,0
NIFTYMNC,19950220,-,-,-,968.63,-,0,0
NIFTYMNC,19950221,-,-,-,956.05,-,0,0
NIFTYMNC,19950222,-,-,-,944.70,-,0,0
NIFTYMNC,19950223,-,-,-,970.29,-,0,0
NIFTYMNC,19950224,-,-,-,994.39,-,0,0
NIFTYMNC,19950228,-,-,-,996.79,-,0,0
NIFTYMNC,19950301,-,-,-,1000.34,-,0,0
NIFTYMNC,19950302,-,-,-,1007.89,-,0,0
NIFTYMNC,19950303,-,-,-,1010.06,-,0,0
NIFTYMNC,19950306,-,-,-,1005.77,-,0,0
NIFTYMNC,19950307,-,-,-,1003.75,-,0,0
NIFTYMNC,19950308,-,-,-,990.62,-,0,0
NIFTYMNC,19950309,-,-,-,988.66,-,0,0
NIFTYMNC,19950310,-,-,-,999.91,-,0,0
NIFTYMNC,19950313,-,-,-,986.96,-,0,0
NIFTYMNC,19950314,-,-,-,995.18,-,0,0
NIFTYMNC,19950315,-,-,-,1002.74,-,0,0
NIFTYMNC,19950316,-,-,-,994.21,-,0,0
NIFTYMNC,19950323,-,-,-,971.25,-,0,0
NIFTYMNC,19950324,-,-,-,967.25,-,0,0
NIFTYMNC,19950327,-,-,-,971.87,-,0,0
NIFTYMNC,19950328,-,-,-,974.47,-,0,0
NIFTYMNC,19950329,-,-,-,972.87,-,0,0
NIFTYMNC,19950330,-,-,-,971.82,-,0,0
NIFTYMNC,19950331,-,-,-,967.50,-,0,0
NIFTYMNC,19950403,-,-,-,970.67,-,0,0
NIFTYMNC,19950407,-,-,-,995.10,-,0,0
NIFTYMNC,19950410,-,-,-,992.35,-,0,0
NIFTYMNC,19950417,-,-,-,991.61,-,0,0
NIFTYMNC,19950418,-,-,-,983.96,-,0,0
NIFTYMNC,19950419,-,-,-,970.40,-,0,0
NIFTYMNC,19950420,-,-,-,958.83,-,0,0
NIFTYMNC,19950421,-,-,-,957.74,-,0,0
NIFTYMNC,19950424,-,-,-,949.94,-,0,0
NIFTYMNC,19950425,-,-,-,943.85,-,0,0
NIFTYMNC,19950426,-,-,-,939.37,-,0,0
NIFTYMNC,19950427,-,-,-,930.29,-,0,0
NIFTYMNC,19950428,-,-,-,919.24,-,0,0
NIFTYMNC,19950502,-,-,-,894.68,-,0,0
NIFTYMNC,19950503,-,-,-,893.51,-,0,0
NIFTYMNC,19950504,-,-,-,912.04,-,0,0
NIFTYMNC,19950505,-,-,-,904.28,-,0,0
NIFTYMNC,19950508,-,-,-,931.44,-,0,0
NIFTYMNC,19950509,-,-,-,935.76,-,0,0
NIFTYMNC,19950510,-,-,-,935.81,-,0,0
NIFTYMNC,19950512,-,-,-,923.76,-,0,0
NIFTYMNC,19950515,-,-,-,910.59,-,0,0
NIFTYMNC,19950516,-,-,-,907.29,-,0,0
NIFTYMNC,19950517,-,-,-,915.29,-,0,0
NIFTYMNC,19950518,-,-,-,923.03,-,0,0
NIFTYMNC,19950519,-,-,-,927.72,-,0,0
NIFTYMNC,19950522,-,-,-,913.96,-,0,0
NIFTYMNC,19950523,-,-,-,903.42,-,0,0
NIFTYMNC,19950524,-,-,-,904.56,-,0,0
NIFTYMNC,19950525,-,-,-,902.18,-,0,0
NIFTYMNC,19950526,-,-,-,903.08,-,0,0
NIFTYMNC,19950529,-,-,-,900.62,-,0,0
NIFTYMNC,19950530,-,-,-,902.29,-,0,0
NIFTYMNC,19950531,-,-,-,909.22,-,0,0
NIFTYMNC,19950601,-,-,-,910.24,-,0,0
NIFTYMNC,19950602,-,-,-,916.40,-,0,0
NIFTYMNC,19950605,-,-,-,911.86,-,0,0
NIFTYMNC,19950606,-,-,-,913.26,-,0,0
NIFTYMNC,19950607,-,-,-,916.78,-,0,0
NIFTYMNC,19950608,-,-,-,910.21,-,0,0
NIFTYMNC,19950609,-,-,-,903.62,-,0,0
NIFTYMNC,19950612,-,-,-,896.28,-,0,0
NIFTYMNC,19950613,-,-,-,885.53,-,0,0
NIFTYMNC,19950614,-,-,-,884.34,-,0,0
NIFTYMNC,19950615,-,-,-,880.78,-,0,0
NIFTYMNC,19950616,-,-,-,886.25,-,0,0
NIFTYMNC,19950619,-,-,-,895.00,-,0,0
NIFTYMNC,19950620,-,-,-,896.94,-,0,0
NIFTYMNC,19950621,-,-,-,900.47,-,0,0
NIFTYMNC,19950622,-,-,-,892.37,-,0,0
NIFTYMNC,19950623,-,-,-,886.78,-,0,0
NIFTYMNC,19950626,-,-,-,874.23,-,0,0
NIFTYMNC,19950627,-,-,-,872.24,-,0,0
NIFTYMNC,19950628,-,-,-,871.23,-,0,0
NIFTYMNC,19950629,-,-,-,869.66,-,0,0
NIFTYMNC,19950630,-,-,-,865.50,-,0,0
NIFTYMNC,19950703,-,-,-,850.94,-,0,0
NIFTYMNC,19950704,-,-,-,841.29,-,0,0
NIFTYMNC,19950705,-,-,-,841.66,-,0,0
NIFTYMNC,19950706,-,-,-,840.13,-,0,0
NIFTYMNC,19950707,-,-,-,846.89,-,0,0
NIFTYMNC,19950710,-,-,-,853.94,-,0,0
NIFTYMNC,19950711,-,-,-,865.35,-,0,0
NIFTYMNC,19950712,-,-,-,869.70,-,0,0
NIFTYMNC,19950713,-,-,-,878.58,-,0,0
NIFTYMNC,19950714,-,-,-,894.18,-,0,0
NIFTYMNC,19950717,-,-,-,910.09,-,0,0
NIFTYMNC,19950718,-,-,-,913.35,-,0,0
NIFTYMNC,19950719,-,-,-,909.83,-,0,0
NIFTYMNC,19950720,-,-,-,914.36,-,0,0
NIFTYMNC,19950721,-,-,-,912.07,-,0,0
NIFTYMNC,19950725,-,-,-,917.55,-,0,0
NIFTYMNC,19950726,-,-,-,934.67,-,0,0
