SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYPSUBANK,20040101,-,-,-,1000.00,-,0,0
NIFTYPSUBANK,20040102,-,-,-,1055.27,-,0,0
NIFTYPSUBANK,20040105,-,-,-,1085.27,-,0,0
NIFTYPSUBANK,20040106,-,-,-,1079.39,-,0,0
NIFTYPSUBANK,20040107,-,-,-,1063.20,-,0,0
NIFTYPSUBANK,20040108,-,-,-,1108.88,-,0,0
NIFTYPSUBANK,20040109,-,-,-,1141.71,-,0,0
NIFTYPSUBANK,20040112,-,-,-,1158.50,-,0,0
NIFTYPSUBANK,20040113,-,-,-,1173.87,-,0,0
NIFTYPSUBANK,20040114,-,-,-,1211.98,-,0,0
NIFTYPSUBANK,20040115,-,-,-,1193.24,-,0,0
NIFTYPSUBANK,20040116,-,-,-,1143.23,-,0,0
NIFTYPSUBANK,20040119,-,-,-,1172.46,-,0,0
NIFTYPSUBANK,20040120,-,-,-,1124.52,-,0,0
NIFTYPSUBANK,20040121,-,-,-,1045.89,-,0,0
NIFTYPSUBANK,20040122,-,-,-,1030.31,-,0,0
NIFTYPSUBANK,20040123,-,-,-,1100.17,-,0,0
NIFTYPSUBANK,20040127,-,-,-,1148.71,-,0,0
NIFTYPSUBANK,20040128,-,-,-,1118.73,-,0,0
NIFTYPSUBANK,20040129,-,-,-,1104.60,-,0,0
NIFTYPSUBANK,20040130,-,-,-,1053.01,-,0,0
NIFTYPSUBANK,20040203,-,-,-,988.43,-,0,0
NIFTYPSUBANK,20040204,-,-,-,1025.75,-,0,0
NIFTYPSUBANK,20040205,-,-,-,1021.71,-,0,0
NIFTYPSUBANK,20040206,-,-,-,1054.33,-,0,0
NIFTYPSUBANK,20040209,-,-,-,1106.56,-,0,0
NIFTYPSUBANK,20040210,-,-,-,1095.14,-,0,0
NIFTYPSUBANK,20040211,-,-,-,1123.66,-,0,0
NIFTYPSUBANK,20040212,-,-,-,1108.84,-,0,0
NIFTYPSUBANK,20040213,-,-,-,1125.57,-,0,0
NIFTYPSUBANK,20040216,-,-,-,1122.33,-,0,0
NIFTYPSUBANK,20040217,-,-,-,1130.84,-,0,0
NIFTYPSUBANK,20040218,-,-,-,1122.00,-,0,0
NIFTYPSUBANK,20040219,-,-,-,1081.66,-,0,0
NIFTYPSUBANK,20040220,-,-,-,1075.85,-,0,0
NIFTYPSUBANK,20040223,-,-,-,1044.85,-,0,0
NIFTYPSUBANK,20040224,-,-,-,1069.57,-,0,0
NIFTYPSUBANK,20040225,-,-,-,1048.76,-,0,0
NIFTYPSUBANK,20040226,-,-,-,1028.21,-,0,0
NIFTYPSUBANK,20040227,-,-,-,1045.56,-,0,0
NIFTYPSUBANK,20040301,-,-,-,1074.39,-,0,0
NIFTYPSUBANK,20040303,-,-,-,1073.99,-,0,0
NIFTYPSUBANK,20040304,-,-,-,1076.25,-,0,0
NIFTYPSUBANK,20040305,-,-,-,1094.77,-,0,0
NIFTYPSUBANK,20040308,-,-,-,1126.26,-,0,0
NIFTYPSUBANK,20040309,-,-,-,1131.09,-,0,0
NIFTYPSUBANK,20040310,-,-,-,1098.32,-,0,0
NIFTYPSUBANK,20040311,-,-,-,1073.86,-,0,0
NIFTYPSUBANK,20040312,-,-,-,1075.84,-,0,0
NIFTYPSUBANK,20040315,-,-,-,1041.61,-,0,0
NIFTYPSUBANK,20040316,-,-,-,1029.59,-,0,0
NIFTYPSUBANK,20040317,-,-,-,1052.49,-,0,0
NIFTYPSUBANK,20040318,-,-,-,1030.17,-,0,0
NIFTYPSUBANK,20040319,-,-,-,1047.64,-,0,0
NIFTYPSUBANK,20040322,-,-,-,1017.22,-,0,0
NIFTYPSUBANK,20040323,-,-,-,1011.19,-,0,0
NIFTYPSUBANK,20040324,-,-,-,1006.29,-,0,0
NIFTYPSUBANK,20040325,-,-,-,1039.25,-,0,0
NIFTYPSUBANK,20040326,-,-,-,1096.32,-,0,0
NIFTYPSUBANK,20040329,-,-,-,1124.39,-,0,0
NIFTYPSUBANK,20040330,-,-,-,1117.85,-,0,0
NIFTYPSUBANK,20040331,-,-,-,1135.52,-,0,0
NIFTYPSUBANK,20040401,-,-,-,1160.99,-,0,0
NIFTYPSUBANK,20040402,-,-,-,1180.17,-,0,0
NIFTYPSUBANK,20040405,-,-,-,1169.73,-,0,0
NIFTYPSUBANK,20040406,-,-,-,1183.90,-,0,0
NIFTYPSUBANK,20040407,-,-,-,1186.08,-,0,0
NIFTYPSUBANK,20040408,-,-,-,1194.42,-,0,0
NIFTYPSUBANK,20040412,-,-,-,1189.14,-,0,0
NIFTYPSUBANK,20040413,-,-,-,1232.18,-,0,0
NIFTYPSUBANK,20040415,-,-,-,1248.97,-,0,0
NIFTYPSUBANK,20040416,-,-,-,1265.83,-,0,0
NIFTYPSUBANK,20040417,-,-,-,1275.44,-,0,0
NIFTYPSUBANK,20040419,-,-,-,1257.87,-,0,0
NIFTYPSUBANK,20040420,-,-,-,1250.80,-,0,0
NIFTYPSUBANK,20040421,-,-,-,1279.50,-,0,0
NIFTYPSUBANK,20040422,-,-,-,1313.29,-,0,0
NIFTYPSUBANK,20040423,-,-,-,1319.68,-,0,0
NIFTYPSUBANK,20040427,-,-,-,1239.15,-,0,0
NIFTYPSUBANK,20040428,-,-,-,1260.02,-,0,0
NIFTYPSUBANK,20040429,-,-,-,1261.71,-,0,0
NIFTYPSUBANK,20040430,-,-,-,1256.27,-,0,0
NIFTYPSUBANK,20040503,-,-,-,1214.82,-,0,0
NIFTYPSUBANK,20040504,-,-,-,1266.29,-,0,0
NIFTYPSUBANK,20040505,-,-,-,1264.49,-,0,0
NIFTYPSUBANK,20040506,-,-,-,1305.06,-,0,0
NIFTYPSUBANK,20040507,-,-,-,1290.85,-,0,0
NIFTYPSUBANK,20040510,-,-,-,1253.94,-,0,0
NIFTYPSUBANK,20040511,-,-,-,1197.19,-,0,0
NIFTYPSUBANK,20040512,-,-,-,1196.04,-,0,0
NIFTYPSUBANK,20040513,-,-,-,1161.87,-,0,0
NIFTYPSUBANK,20040514,-,-,-,978.33,-,0,0
NIFTYPSUBANK,20040517,-,-,-,842.34,-,0,0
NIFTYPSUBANK,20040518,-,-,-,936.57,-,0,0
