SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYALPHA50,20031231,-,-,-,1000.00,-,0,0
NIFTYALPHA50,20040101,-,-,-,1015.79,-,0,0
NIFTYALPHA50,20040102,-,-,-,1026.63,-,0,0
NIFTYALPHA50,20040105,-,-,-,1018.69,-,0,0
NIFTYALPHA50,20040106,-,-,-,1005.27,-,0,0
NIFTYALPHA50,20040107,-,-,-,996.90,-,0,0
NIFTYALPHA50,20040108,-,-,-,1033.63,-,0,0
NIFTYALPHA50,20040109,-,-,-,1038.18,-,0,0
NIFTYALPHA50,20040112,-,-,-,1021.97,-,0,0
NIFTYALPHA50,20040113,-,-,-,1023.08,-,0,0
NIFTYALPHA50,20040114,-,-,-,1044.21,-,0,0
NIFTYALPHA50,20040115,-,-,-,1035.59,-,0,0
NIFTYALPHA50,20040116,-,-,-,1015.10,-,0,0
NIFTYALPHA50,20040119,-,-,-,1013.46,-,0,0
NIFTYALPHA50,20040120,-,-,-,1003.53,-,0,0
NIFTYALPHA50,20040121,-,-,-,940.22,-,0,0
NIFTYALPHA50,20040122,-,-,-,920.20,-,0,0
NIFTYALPHA50,20040123,-,-,-,963.31,-,0,0
NIFTYALPHA50,20040127,-,-,-,993.18,-,0,0
NIFTYALPHA50,20040128,-,-,-,974.82,-,0,0
NIFTYALPHA50,20040129,-,-,-,972.34,-,0,0
NIFTYALPHA50,20040130,-,-,-,942.75,-,0,0
NIFTYALPHA50,20040203,-,-,-,901.43,-,0,0
NIFTYALPHA50,20040204,-,-,-,926.15,-,0,0
NIFTYALPHA50,20040205,-,-,-,928.46,-,0,0
NIFTYALPHA50,20040206,-,-,-,939.95,-,0,0
NIFTYALPHA50,20040209,-,-,-,957.38,-,0,0
NIFTYALPHA50,20040210,-,-,-,959.44,-,0,0
NIFTYALPHA50,20040211,-,-,-,967.25,-,0,0
NIFTYALPHA50,20040212,-,-,-,980.08,-,0,0
NIFTYALPHA50,20040213,-,-,-,998.13,-,0,0
NIFTYALPHA50,20040216,-,-,-,1006.64,-,0,0
NIFTYALPHA50,20040217,-,-,-,1004.28,-,0,0
NIFTYALPHA50,20040218,-,-,-,1004.39,-,0,0
NIFTYALPHA50,20040219,-,-,-,986.43,-,0,0
NIFTYALPHA50,20040220,-,-,-,980.32,-,0,0
NIFTYALPHA50,20040223,-,-,-,960.60,-,0,0
NIFTYALPHA50,20040224,-,-,-,959.85,-,0,0
NIFTYALPHA50,20040225,-,-,-,941.80,-,0,0
NIFTYALPHA50,20040226,-,-,-,935.14,-,0,0
NIFTYALPHA50,20040227,-,-,-,937.48,-,0,0
NIFTYALPHA50,20040301,-,-,-,959.33,-,0,0
NIFTYALPHA50,20040303,-,-,-,965.91,-,0,0
NIFTYALPHA50,20040304,-,-,-,960.45,-,0,0
NIFTYALPHA50,20040305,-,-,-,971.93,-,0,0
NIFTYALPHA50,20040308,-,-,-,988.07,-,0,0
NIFTYALPHA50,20040309,-,-,-,981.07,-,0,0
NIFTYALPHA50,20040310,-,-,-,980.59,-,0,0
NIFTYALPHA50,20040311,-,-,-,962.15,-,0,0
NIFTYALPHA50,20040312,-,-,-,960.79,-,0,0
NIFTYALPHA50,20040315,-,-,-,942.52,-,0,0
NIFTYALPHA50,20040316,-,-,-,922.88,-,0,0
NIFTYALPHA50,20040317,-,-,-,930.94,-,0,0
NIFTYALPHA50,20040318,-,-,-,916.30,-,0,0
NIFTYALPHA50,20040319,-,-,-,910.93,-,0,0
NIFTYALPHA50,20040322,-,-,-,871.71,-,0,0
NIFTYALPHA50,20040323,-,-,-,862.02,-,0,0
NIFTYALPHA50,20040324,-,-,-,864.63,-,0,0
