SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NSE100,20030101,0.00,0.00,0.00,1000.00,-,0,0
NSE100,20030102,0.00,0.00,0.00,1008.03,-,0,0
NSE100,20030103,0.00,0.00,0.00,1004.49,-,0,0
NSE100,20030106,0.00,0.00,0.00,999.85,-,0,0
NSE100,20030107,0.00,0.00,0.00,997.81,-,0,0
NSE100,20030108,0.00,0.00,0.00,1005.31,-,0,0
NSE100,20030109,0.00,0.00,0.00,1013.33,-,0,0
NSE100,20030110,0.00,0.00,0.00,998.61,-,0,0
NSE100,20030113,0.00,0.00,0.00,993.25,-,0,0
NSE100,20030114,0.00,0.00,0.00,997.95,-,0,0
NSE100,20030115,0.00,0.00,0.00,1003.67,-,0,0
NSE100,20030116,0.00,0.00,0.00,1006.77,-,0,0
NSE100,20030117,0.00,0.00,0.00,1005.35,-,0,0
NSE100,20030120,0.00,0.00,0.00,996.65,-,0,0
NSE100,20030121,0.00,0.00,0.00,998.93,-,0,0
NSE100,20030122,0.00,0.00,0.00,1002.35,-,0,0
NSE100,20030123,0.00,0.00,0.00,991.66,-,0,0
NSE100,20030124,0.00,0.00,0.00,977.08,-,0,0
NSE100,20030127,0.00,0.00,0.00,959.04,-,0,0
NSE100,20030128,0.00,0.00,0.00,967.50,-,0,0
NSE100,20030129,0.00,0.00,0.00,960.29,-,0,0
NSE100,20030130,0.00,0.00,0.00,957.81,-,0,0
NSE100,20030131,0.00,0.00,0.00,963.55,-,0,0
NSE100,20030203,0.00,0.00,0.00,976.04,-,0,0
NSE100,20030204,0.00,0.00,0.00,975.50,-,0,0
NSE100,20030205,0.00,0.00,0.00,968.92,-,0,0
NSE100,20030206,0.00,0.00,0.00,983.24,-,0,0
NSE100,20030207,0.00,0.00,0.00,977.81,-,0,0
NSE100,20030210,0.00,0.00,0.00,968.65,-,0,0
NSE100,20030211,0.00,0.00,0.00,967.91,-,0,0
NSE100,20030212,0.00,0.00,0.00,964.50,-,0,0
NSE100,20030214,0.00,0.00,0.00,955.96,-,0,0
NSE100,20030217,0.00,0.00,0.00,977.23,-,0,0
NSE100,20030218,0.00,0.00,0.00,978.53,-,0,0
NSE100,20030219,0.00,0.00,0.00,984.12,-,0,0
NSE100,20030220,0.00,0.00,0.00,985.35,-,0,0
NSE100,20030221,0.00,0.00,0.00,985.39,-,0,0
NSE100,20030224,0.00,0.00,0.00,989.11,-,0,0
NSE100,20030225,0.00,0.00,0.00,975.53,-,0,0
NSE100,20030226,0.00,0.00,0.00,969.63,-,0,0
NSE100,20030227,0.00,0.00,0.00,973.72,-,0,0
NSE100,20030228,0.00,0.00,0.00,982.26,-,0,0
NSE100,20030303,0.00,0.00,0.00,978.59,-,0,0
NSE100,20030304,0.00,0.00,0.00,967.64,-,0,0
NSE100,20030305,0.00,0.00,0.00,962.17,-,0,0
NSE100,20030306,0.00,0.00,0.00,953.68,-,0,0
NSE100,20030307,0.00,0.00,0.00,940.15,-,0,0
NSE100,20030310,0.00,0.00,0.00,929.62,-,0,0
NSE100,20030311,0.00,0.00,0.00,936.82,-,0,0
NSE100,20030312,0.00,0.00,0.00,925.57,-,0,0
NSE100,20030313,0.00,0.00,0.00,923.54,-,0,0
NSE100,20030317,0.00,0.00,0.00,917.41,-,0,0
NSE100,20030319,0.00,0.00,0.00,926.72,-,0,0
NSE100,20030320,0.00,0.00,0.00,945.80,-,0,0
NSE100,20030321,0.00,0.00,0.00,950.95,-,0,0
NSE100,20030322,0.00,0.00,0.00,957.54,-,0,0
NSE100,20030324,0.00,0.00,0.00,936.10,-,0,0
NSE100,20030325,0.00,0.00,0.00,933.76,-,0,0
NSE100,20030326,0.00,0.00,0.00,935.77,-,0,0
NSE100,20030327,0.00,0.00,0.00,926.25,-,0,0
NSE100,20030328,0.00,0.00,0.00,923.84,-,0,0
NSE100,20030331,0.00,0.00,0.00,902.42,-,0,0
