SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTY50DIVPOINT,20060425,-,-,-,0.28,-,0,0
NIFTY50DIVPOINT,20060426,-,-,-,0.28,-,0,0
NIFTY50DIVPOINT,20060427,-,-,-,0.28,-,0,0
NIFTY50DIVPOINT,20060428,-,-,-,1.45,-,0,0
NIFTY50DIVPOINT,20060429,-,-,-,1.45,-,0,0
NIFTY50DIVPOINT,20060502,-,-,-,1.45,-,0,0
NIFTY50DIVPOINT,20060503,-,-,-,1.45,-,0,0
NIFTY50DIVPOINT,20060504,-,-,-,1.74,-,0,0
NIFTY50DIVPOINT,20060505,-,-,-,1.74,-,0,0
NIFTY50DIVPOINT,20060508,-,-,-,1.74,-,0,0
NIFTY50DIVPOINT,20060509,-,-,-,1.74,-,0,0
NIFTY50DIVPOINT,20060510,-,-,-,1.74,-,0,0
NIFTY50DIVPOINT,20060511,-,-,-,2.11,-,0,0
NIFTY50DIVPOINT,20060512,-,-,-,2.18,-,0,0
NIFTY50DIVPOINT,20060515,-,-,-,2.18,-,0,0
NIFTY50DIVPOINT,20060516,-,-,-,2.18,-,0,0
NIFTY50DIVPOINT,20060517,-,-,-,2.18,-,0,0
NIFTY50DIVPOINT,20060518,-,-,-,2.48,-,0,0
NIFTY50DIVPOINT,20060519,-,-,-,2.48,-,0,0
NIFTY50DIVPOINT,20060522,-,-,-,2.48,-,0,0
NIFTY50DIVPOINT,20060523,-,-,-,2.48,-,0,0
NIFTY50DIVPOINT,20060524,-,-,-,2.48,-,0,0
NIFTY50DIVPOINT,20060525,-,-,-,4.91,-,0,0
NIFTY50DIVPOINT,20060526,-,-,-,6.44,-,0,0
NIFTY50DIVPOINT,20060529,-,-,-,6.44,-,0,0
NIFTY50DIVPOINT,20060530,-,-,-,6.44,-,0,0
NIFTY50DIVPOINT,20060531,-,-,-,6.44,-,0,0
NIFTY50DIVPOINT,20060601,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060602,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060605,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060606,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060607,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060608,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060609,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060612,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060613,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060614,-,-,-,9.66,-,0,0
NIFTY50DIVPOINT,20060615,-,-,-,10.14,-,0,0
NIFTY50DIVPOINT,20060616,-,-,-,10.61,-,0,0
NIFTY50DIVPOINT,20060619,-,-,-,12.18,-,0,0
NIFTY50DIVPOINT,20060620,-,-,-,12.18,-,0,0
NIFTY50DIVPOINT,20060621,-,-,-,12.31,-,0,0
NIFTY50DIVPOINT,20060622,-,-,-,12.71,-,0,0
NIFTY50DIVPOINT,20060623,-,-,-,13.77,-,0,0
NIFTY50DIVPOINT,20060625,-,-,-,13.77,-,0,0
NIFTY50DIVPOINT,20060626,-,-,-,13.77,-,0,0
NIFTY50DIVPOINT,20060627,-,-,-,13.77,-,0,0
NIFTY50DIVPOINT,20060628,-,-,-,13.77,-,0,0
NIFTY50DIVPOINT,20060630,-,-,-,17.67,-,0,0
NIFTY50DIVPOINT,20060703,-,-,-,17.67,-,0,0
NIFTY50DIVPOINT,20060704,-,-,-,17.67,-,0,0
NIFTY50DIVPOINT,20060705,-,-,-,17.67,-,0,0
NIFTY50DIVPOINT,20060706,-,-,-,19.41,-,0,0
NIFTY50DIVPOINT,20060707,-,-,-,19.84,-,0,0
NIFTY50DIVPOINT,20060710,-,-,-,21.92,-,0,0
NIFTY50DIVPOINT,20060711,-,-,-,21.92,-,0,0
NIFTY50DIVPOINT,20060712,-,-,-,21.92,-,0,0
NIFTY50DIVPOINT,20060713,-,-,-,21.92,-,0,0
NIFTY50DIVPOINT,20060714,-,-,-,22.46,-,0,0
NIFTY50DIVPOINT,20060717,-,-,-,22.46,-,0,0
NIFTY50DIVPOINT,20060718,-,-,-,22.46,-,0,0
NIFTY50DIVPOINT,20060719,-,-,-,22.46,-,0,0
NIFTY50DIVPOINT,20060720,-,-,-,22.46,-,0,0
NIFTY50DIVPOINT,20060721,-,-,-,22.60,-,0,0
NIFTY50DIVPOINT,20060724,-,-,-,22.60,-,0,0
NIFTY50DIVPOINT,20060725,-,-,-,22.60,-,0,0
NIFTY50DIVPOINT,20060726,-,-,-,22.60,-,0,0
NIFTY50DIVPOINT,20060727,-,-,-,22.60,-,0,0
NIFTY50DIVPOINT,20060728,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060731,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060801,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060802,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060803,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060804,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060807,-,-,-,23.26,-,0,0
NIFTY50DIVPOINT,20060808,-,-,-,24.64,-,0,0
NIFTY50DIVPOINT,20060809,-,-,-,25.02,-,0,0
NIFTY50DIVPOINT,20060810,-,-,-,25.67,-,0,0
NIFTY50DIVPOINT,20060811,-,-,-,26.28,-,0,0
NIFTY50DIVPOINT,20060814,-,-,-,27.76,-,0,0
NIFTY50DIVPOINT,20060816,-,-,-,27.76,-,0,0
NIFTY50DIVPOINT,20060817,-,-,-,27.76,-,0,0
NIFTY50DIVPOINT,20060818,-,-,-,28.30,-,0,0
NIFTY50DIVPOINT,20060821,-,-,-,28.30,-,0,0
NIFTY50DIVPOINT,20060822,-,-,-,28.30,-,0,0
