SYMBOL,DATE,Open,High,Low,Close,Traded Qty,Delivery Qty
NIFTYHIGHBETA50,20031231,-,-,-,1000.00,-,0,0
NIFTYHIGHBETA50,20040101,-,-,-,1021.19,-,0,0
NIFTYHIGHBETA50,20040102,-,-,-,1037.81,-,0,0
NIFTYHIGHBETA50,20040105,-,-,-,1034.04,-,0,0
NIFTYHIGHBETA50,20040106,-,-,-,1005.68,-,0,0
NIFTYHIGHBETA50,20040107,-,-,-,993.88,-,0,0
NIFTYHIGHBETA50,20040108,-,-,-,1041.76,-,0,0
NIFTYHIGHBETA50,20040109,-,-,-,1034.31,-,0,0
NIFTYHIGHBETA50,20040112,-,-,-,1012.47,-,0,0
NIFTYHIGHBETA50,20040113,-,-,-,1022.18,-,0,0
NIFTYHIGHBETA50,20040114,-,-,-,1036.10,-,0,0
NIFTYHIGHBETA50,20040115,-,-,-,1010.81,-,0,0
NIFTYHIGHBETA50,20040116,-,-,-,972.40,-,0,0
NIFTYHIGHBETA50,20040119,-,-,-,986.54,-,0,0
NIFTYHIGHBETA50,20040120,-,-,-,965.41,-,0,0
NIFTYHIGHBETA50,20040121,-,-,-,888.14,-,0,0
NIFTYHIGHBETA50,20040122,-,-,-,863.49,-,0,0
NIFTYHIGHBETA50,20040123,-,-,-,919.91,-,0,0
NIFTYHIGHBETA50,20040127,-,-,-,951.53,-,0,0
NIFTYHIGHBETA50,20040128,-,-,-,929.18,-,0,0
NIFTYHIGHBETA50,20040129,-,-,-,920.67,-,0,0
NIFTYHIGHBETA50,20040130,-,-,-,887.80,-,0,0
NIFTYHIGHBETA50,20040203,-,-,-,829.97,-,0,0
NIFTYHIGHBETA50,20040204,-,-,-,858.53,-,0,0
NIFTYHIGHBETA50,20040205,-,-,-,854.87,-,0,0
NIFTYHIGHBETA50,20040206,-,-,-,859.89,-,0,0
NIFTYHIGHBETA50,20040209,-,-,-,885.29,-,0,0
NIFTYHIGHBETA50,20040210,-,-,-,882.68,-,0,0
NIFTYHIGHBETA50,20040211,-,-,-,886.09,-,0,0
NIFTYHIGHBETA50,20040212,-,-,-,885.29,-,0,0
NIFTYHIGHBETA50,20040213,-,-,-,904.49,-,0,0
NIFTYHIGHBETA50,20040216,-,-,-,911.51,-,0,0
NIFTYHIGHBETA50,20040217,-,-,-,907.87,-,0,0
NIFTYHIGHBETA50,20040218,-,-,-,905.42,-,0,0
NIFTYHIGHBETA50,20040219,-,-,-,867.07,-,0,0
NIFTYHIGHBETA50,20040220,-,-,-,860.04,-,0,0
NIFTYHIGHBETA50,20040223,-,-,-,838.87,-,0,0
NIFTYHIGHBETA50,20040224,-,-,-,838.52,-,0,0
NIFTYHIGHBETA50,20040225,-,-,-,824.73,-,0,0
NIFTYHIGHBETA50,20040226,-,-,-,814.39,-,0,0
NIFTYHIGHBETA50,20040227,-,-,-,825.76,-,0,0
NIFTYHIGHBETA50,20040301,-,-,-,843.29,-,0,0
NIFTYHIGHBETA50,20040303,-,-,-,842.82,-,0,0
NIFTYHIGHBETA50,20040304,-,-,-,834.13,-,0,0
NIFTYHIGHBETA50,20040305,-,-,-,838.88,-,0,0
NIFTYHIGHBETA50,20040308,-,-,-,848.91,-,0,0
NIFTYHIGHBETA50,20040309,-,-,-,838.22,-,0,0
NIFTYHIGHBETA50,20040310,-,-,-,825.37,-,0,0
NIFTYHIGHBETA50,20040311,-,-,-,808.62,-,0,0
NIFTYHIGHBETA50,20040312,-,-,-,811.82,-,0,0
NIFTYHIGHBETA50,20040315,-,-,-,776.17,-,0,0
NIFTYHIGHBETA50,20040316,-,-,-,763.14,-,0,0
NIFTYHIGHBETA50,20040317,-,-,-,770.72,-,0,0
NIFTYHIGHBETA50,20040318,-,-,-,750.35,-,0,0
NIFTYHIGHBETA50,20040319,-,-,-,758.13,-,0,0
NIFTYHIGHBETA50,20040322,-,-,-,724.68,-,0,0
NIFTYHIGHBETA50,20040323,-,-,-,719.84,-,0,0
NIFTYHIGHBETA50,20040324,-,-,-,716.04,-,0,0
NIFTYHIGHBETA50,20040325,-,-,-,737.08,-,0,0
NIFTYHIGHBETA50,20040326,-,-,-,760.11,-,0,0
NIFTYHIGHBETA50,20040329,-,-,-,766.13,-,0,0
NIFTYHIGHBETA50,20040330,-,-,-,769.36,-,0,0
NIFTYHIGHBETA50,20040331,-,-,-,769.56,-,0,0
NIFTYHIGHBETA50,20040401,-,-,-,801.83,-,0,0
NIFTYHIGHBETA50,20040402,-,-,-,812.16,-,0,0
NIFTYHIGHBETA50,20040405,-,-,-,828.69,-,0,0
NIFTYHIGHBETA50,20040406,-,-,-,821.18,-,0,0
NIFTYHIGHBETA50,20040407,-,-,-,817.52,-,0,0
NIFTYHIGHBETA50,20040408,-,-,-,824.86,-,0,0
NIFTYHIGHBETA50,20040412,-,-,-,825.75,-,0,0
NIFTYHIGHBETA50,20040413,-,-,-,850.80,-,0,0
NIFTYHIGHBETA50,20040415,-,-,-,858.12,-,0,0
NIFTYHIGHBETA50,20040416,-,-,-,867.98,-,0,0
NIFTYHIGHBETA50,20040417,-,-,-,880.69,-,0,0
NIFTYHIGHBETA50,20040419,-,-,-,864.68,-,0,0
NIFTYHIGHBETA50,20040420,-,-,-,863.70,-,0,0
NIFTYHIGHBETA50,20040421,-,-,-,887.68,-,0,0
NIFTYHIGHBETA50,20040422,-,-,-,898.92,-,0,0
NIFTYHIGHBETA50,20040423,-,-,-,904.51,-,0,0
NIFTYHIGHBETA50,20040427,-,-,-,844.61,-,0,0
NIFTYHIGHBETA50,20040428,-,-,-,850.53,-,0,0
NIFTYHIGHBETA50,20040429,-,-,-,851.64,-,0,0
NIFTYHIGHBETA50,20040430,-,-,-,845.04,-,0,0
NIFTYHIGHBETA50,20040503,-,-,-,816.52,-,0,0
NIFTYHIGHBETA50,20040504,-,-,-,848.81,-,0,0
NIFTYHIGHBETA50,20040505,-,-,-,866.71,-,0,0
NIFTYHIGHBETA50,20040506,-,-,-,885.47,-,0,0
NIFTYHIGHBETA50,20040507,-,-,-,869.85,-,0,0
NIFTYHIGHBETA50,20040510,-,-,-,859.36,-,0,0
NIFTYHIGHBETA50,20040511,-,-,-,811.07,-,0,0
NIFTYHIGHBETA50,20040512,-,-,-,819.58,-,0,0
NIFTYHIGHBETA50,20040513,-,-,-,826.70,-,0,0
NIFTYHIGHBETA50,20040514,-,-,-,748.41,-,0,0
NIFTYHIGHBETA50,20040517,-,-,-,648.03,-,0,0
NIFTYHIGHBETA50,20040518,-,-,-,715.18,-,0,0
NIFTYHIGHBETA50,20040519,-,-,-,759.33,-,0,0
NIFTYHIGHBETA50,20040520,-,-,-,763.48,-,0,0
NIFTYHIGHBETA50,20040521,-,-,-,760.63,-,0,0
NIFTYHIGHBETA50,20040524,-,-,-,802.29,-,0,0
NIFTYHIGHBETA50,20040525,-,-,-,795.47,-,0,0
NIFTYHIGHBETA50,20040526,-,-,-,796.68,-,0,0
NIFTYHIGHBETA50,20040527,-,-,-,785.45,-,0,0
NIFTYHIGHBETA50,20040528,-,-,-,740.14,-,0,0
NIFTYHIGHBETA50,20040531,-,-,-,718.41,-,0,0
NIFTYHIGHBETA50,20040601,-,-,-,731.95,-,0,0
NIFTYHIGHBETA50,20040602,-,-,-,741.24,-,0,0
NIFTYHIGHBETA50,20040603,-,-,-,723.29,-,0,0
NIFTYHIGHBETA50,20040604,-,-,-,730.17,-,0,0
NIFTYHIGHBETA50,20040607,-,-,-,738.54,-,0,0
NIFTYHIGHBETA50,20040608,-,-,-,737.99,-,0,0
NIFTYHIGHBETA50,20040609,-,-,-,743.74,-,0,0
NIFTYHIGHBETA50,20040610,-,-,-,747.43,-,0,0
NIFTYHIGHBETA50,20040611,-,-,-,731.66,-,0,0
NIFTYHIGHBETA50,20040614,-,-,-,708.13,-,0,0
NIFTYHIGHBETA50,20040615,-,-,-,717.53,-,0,0
NIFTYHIGHBETA50,20040616,-,-,-,712.85,-,0,0
NIFTYHIGHBETA50,20040617,-,-,-,717.48,-,0,0
NIFTYHIGHBETA50,20040618,-,-,-,711.10,-,0,0
NIFTYHIGHBETA50,20040621,-,-,-,705.66,-,0,0
NIFTYHIGHBETA50,20040622,-,-,-,698.52,-,0,0
NIFTYHIGHBETA50,20040623,-,-,-,676.77,-,0,0
NIFTYHIGHBETA50,20040624,-,-,-,682.59,-,0,0
NIFTYHIGHBETA50,20040625,-,-,-,704.37,-,0,0
NIFTYHIGHBETA50,20040628,-,-,-,733.00,-,0,0
NIFTYHIGHBETA50,20040629,-,-,-,737.10,-,0,0
NIFTYHIGHBETA50,20040630,-,-,-,732.32,-,0,0
NIFTYHIGHBETA50,20040701,-,-,-,744.39,-,0,0
NIFTYHIGHBETA50,20040702,-,-,-,743.30,-,0,0
NIFTYHIGHBETA50,20040705,-,-,-,736.10,-,0,0
NIFTYHIGHBETA50,20040706,-,-,-,750.40,-,0,0
NIFTYHIGHBETA50,20040707,-,-,-,751.40,-,0,0
NIFTYHIGHBETA50,20040708,-,-,-,719.48,-,0,0
